,trialnumber,trlid,blocknumber,arraytiltcond,probetiltcond,stim1cond,stim2cond,trialDifficultyChange,trialdifficulty,difficultyOri,stim1ori,addToStim1,stim2ori,correctResp,delay1,delay2,ITI,stim1trig,stim2trig,respcuetrig,buttonpresstrig,fbtrig,rt,resptime,PerceptDecCorrect,trlResponded,buttonResponded,buttontrig,subid,fbgiven,prevtrlfb,rewarded,unrewarded
1846,50,306,5,1,1,1,1,0,3,12,47,12,59,k,6.76,0.49,3.04,10,12,32,-100,60,0.609416865,0.8503950612,1,1,k,50.0,10,correct,correct,1,0
1852,51,307,5,1,0,1,-1,0,3,12,30,0,30,d,4.69,0.61,3.92,10,11,31,-100,60,0.3568813402,0.4701139653,1,1,d,40.0,10,correct,correct,1,0
1858,52,308,5,1,0,1,-1,1,2,8,32,0,32,d,6.42,0.56,4.45,10,11,31,-100,61,0.4756531467,0.6403865595,0,1,k,50.0,10,incorrect,correct,0,1
1864,53,309,5,0,0,-1,-1,0,2,8,-37,0,-37,d,5.25,0.5,4.08,1,2,22,-100,61,0.6551161805,0.8003693738,0,1,k,50.0,10,incorrect,incorrect,0,1
1870,54,310,5,0,0,-1,-1,0,2,8,-43,0,-43,d,6.97,0.5,4.3,1,2,22,-100,61,0.3493992116,0.5102033951,0,1,k,50.0,10,incorrect,incorrect,0,1
1876,55,311,5,0,0,-1,-1,0,2,8,-60,0,-60,d,4.0,0.62,3.25,1,2,22,-100,60,0.6680553821,0.880397131,1,1,d,40.0,10,correct,incorrect,1,0
1882,56,312,5,1,0,1,-1,0,2,8,45,0,45,d,4.12,0.64,4.23,10,11,31,-100,60,0.8178724343,0.9004253101,1,1,d,40.0,10,correct,correct,1,0
1894,58,314,5,0,1,-1,1,0,2,8,-33,8,-25,k,6.38,0.52,3.08,1,3,23,-100,60,0.3576776207,0.5102276285,1,1,k,50.0,10,correct,correct,1,0
1900,59,315,5,0,0,-1,-1,0,2,8,-34,0,-34,d,5.0,0.58,3.11,1,2,22,-100,60,0.2980737596,0.4201216345,1,1,d,40.0,10,correct,correct,1,0
1906,60,316,5,1,1,1,1,0,2,8,33,8,41,k,6.57,0.69,3.34,10,12,32,-100,60,0.8770902719,1.0104756643,1,1,k,50.0,10,correct,correct,1,0
1912,61,317,5,1,0,1,-1,0,2,8,32,0,32,d,6.09,0.44,3.49,10,11,31,-100,60,0.2561659707,0.3901705973,1,1,d,40.0,10,correct,correct,1,0
1918,62,318,5,0,1,-1,1,0,2,8,-42,8,-34,k,6.54,0.68,4.11,1,3,23,-100,61,0.5290709377,0.6803060705,0,1,d,40.0,10,incorrect,correct,0,1
1924,63,319,5,1,0,1,-1,0,2,8,49,0,49,d,5.64,0.52,3.11,10,11,31,-100,60,0.3966129712,0.4801825087,1,1,d,40.0,10,correct,incorrect,1,0
1930,64,320,5,1,0,1,-1,0,2,8,44,0,44,d,5.6,0.52,3.3,10,11,31,-100,60,0.8746022161,0.9604308753,1,1,d,40.0,10,correct,correct,1,0
